customer_id,age,income_lpa,occupation,city_tier,education,marital_status,dependents,sip_amount,sip_tenure_months,sip_frequency,fund_category,number_of_sips,missed_payments,delayed_payments,consecutive_missed,payment_failure_rate,portfolio_return_pct,benchmark_return_pct,relative_return,nav_volatility,market_downturn_flag,app_logins_last_3m,support_calls_last_6m,portfolio_reviews_last_yr,grievances_raised,email_open_rate,last_login_days_ago,credit_score,existing_loans,loan_emi_pct_income,savings_rate_pct,churn
CUST00043,52,11.31,Salaried,3,Professional,Married,0,10000,64,Monthly,Equity,2,2,2,3,0.112,10.14,7.58,2.56,12.35,0,0,8,0,1,0.05,42,748,3,9.82,29.9,1
CUST00044,37,8.75,Business,2,Others,Single,0,10000,35,Monthly,Debt,4,2,0,0,0.121,14.41,8.98,5.43,16.45,1,13,1,3,0,0.267,88,580,2,23.26,28.48,1
CUST00045,24,2.74,Self-Employed,2,Graduate,Married,0,3000,32,Annual,Hybrid,1,1,1,0,0.218,18.06,11.93,6.13,10.78,0,8,6,7,1,0.382,26,612,0,23.79,13.88,1
CUST00046,63,2.5,Retired,3,Others,Married,3,7500,63,Monthly,Hybrid,4,2,0,3,0.194,32.09,11.02,21.07,15.07,0,25,4,2,2,0.47,71,688,0,20.75,24.71,0
CUST00047,41,12.49,Salaried,2,Graduate,Married,3,500,58,Monthly,Equity,5,1,1,3,0.156,17.9,13.89,4.01,9.43,0,8,7,2,0,0.517,167,707,0,8.93,7.0,0
CUST00048,60,12.78,Salaried,1,Professional,Single,2,7500,22,Quarterly,Equity,4,0,0,3,0.377,15.95,15.45,0.5,4.65,0,11,7,0,3,0.398,89,798,2,9.38,14.28,1
CUST00049,51,9.29,Salaried,1,Graduate,Married,0,5000,56,Monthly,Debt,5,2,1,3,0.447,8.38,1.08,7.3,17.49,0,14,0,12,3,0.66,127,779,3,6.58,13.91,0
CUST00050,55,13.98,Salaried,1,Others,Married,0,5000,103,Monthly,Debt,4,2,1,1,0.042,17.9,15.68,2.22,15.73,0,24,6,7,1,0.623,73,712,3,23.79,11.77,0
CUST00051,54,12.23,Student,2,Professional,Single,2,1000,20,Monthly,Hybrid,1,1,2,3,0.023,23.08,7.21,15.87,10.0,0,2,1,10,3,0.188,32,760,2,22.4,24.12,0
CUST00052,30,10.73,Salaried,2,Professional,Married,4,2000,94,Monthly,Hybrid,1,0,1,3,0.133,12.76,8.94,3.82,10.99,1,21,3,4,1,0.496,138,749,1,19.54,28.86,0
CUST00053,37,4.35,Salaried,2,Post-Graduate,Married,3,1000,96,Monthly,Equity,4,0,1,2,0.117,10.34,19.34,-9.0,0.07,0,4,8,5,3,0.106,142,559,1,7.17,24.49,0
CUST00054,42,14.93,Business,3,Graduate,Married,2,1000,92,Monthly,Debt,4,0,2,2,0.133,14.52,8.68,5.84,15.06,0,11,3,7,0,0.117,154,679,4,16.94,8.95,0
CUST00055,43,10.15,Salaried,1,Post-Graduate,Married,2,10000,21,Monthly,Debt,1,1,0,1,0.291,23.39,12.32,11.07,15.67,0,27,9,9,0,0.567,154,797,2,12.3,21.74,0
CUST00056,23,6.46,Salaried,1,Graduate,Divorced,3,1000,58,Monthly,Equity,1,2,0,3,0.108,4.57,8.38,-3.81,16.01,0,1,8,11,2,0.018,26,607,0,6.49,7.22,1
CUST00057,45,5.33,Self-Employed,3,Professional,Single,1,2000,112,Monthly,Equity,2,1,2,0,0.022,21.59,12.1,9.49,17.36,0,13,3,9,2,0.063,22,767,2,15.33,11.52,0
CUST00058,28,9.03,Salaried,3,Graduate,Single,0,5000,37,Monthly,Hybrid,1,0,0,2,0.129,15.86,18.49,-2.63,18.54,0,0,8,1,2,0.195,58,643,1,6.87,19.19,1
CUST00059,53,2.5,Business,3,Graduate,Single,1,2000,61,Quarterly,Hybrid,1,2,1,3,0.189,5.4,8.73,-3.33,7.31,0,16,4,6,1,0.36,130,800,2,26.08,17.0,1
CUST00060,51,10.8,Self-Employed,3,Graduate,Married,0,3000,101,Monthly,Hybrid,4,1,1,0,0.039,8.07,9.01,-0.94,12.67,0,16,5,8,3,0.131,127,842,3,3.87,25.55,0
CUST00061,61,4.19,Salaried,3,Professional,Divorced,1,1000,71,Monthly,Equity,2,2,1,2,0.059,12.8,18.28,-5.48,16.99,0,4,0,6,3,0.379,160,740,1,4.09,33.86,0
CUST00062,54,9.48,Self-Employed,3,Graduate,Married,4,15000,44,Monthly,Debt,5,2,1,1,0.111,4.67,7.72,-3.05,7.18,1,27,0,9,0,0.516,20,617,4,18.75,21.67,0
CUST00063,37,5.91,Business,2,Post-Graduate,Single,2,50000,16,Monthly,Equity,2,2,0,0,0.14,20.8,15.87,4.93,10.98,0,20,1,10,2,0.035,31,717,0,29.98,21.61,0
CUST00064,63,6.94,Salaried,2,Graduate,Married,2,2000,68,Quarterly,Hybrid,2,2,2,1,0.454,16.2,10.49,5.71,21.03,0,3,3,0,0,0.111,153,753,3,8.31,19.78,1
CUST00065,39,4.97,Business,1,Graduate,Single,3,2000,61,Monthly,Equity,4,2,1,2,0.252,-0.85,10.18,-11.03,10.52,1,2,4,7,3,0.029,159,833,0,3.89,20.55,0
CUST00066,36,7.36,Salaried,2,Post-Graduate,Divorced,1,5000,37,Monthly,Equity,3,2,0,0,0.042,15.71,15.83,-0.12,14.51,0,8,5,0,3,0.216,12,715,1,38.58,25.79,0
CUST00067,60,15.56,Self-Employed,2,Graduate,Single,3,7500,40,Monthly,Equity,1,1,1,1,0.179,11.39,9.26,2.13,16.62,0,13,4,6,3,0.292,179,682,0,8.89,26.88,0
CUST00068,37,13.54,Business,1,Post-Graduate,Single,2,1000,118,Monthly,Equity,4,2,0,3,0.029,13.2,14.89,-1.69,17.26,1,28,0,5,1,0.185,78,828,3,12.37,35.42,0
CUST00069,25,9.42,Salaried,1,Graduate,Single,2,3000,75,Monthly,Equity,2,2,0,2,0.053,15.86,11.82,4.04,17.59,0,10,0,6,2,0.525,7,786,2,22.58,24.14,0
CUST00070,42,7.9,Salaried,3,Others,Married,1,1000,86,Monthly,Debt,5,1,2,3,0.099,11.88,4.27,7.61,9.58,0,23,3,4,2,0.777,88,733,0,12.15,10.74,1
CUST00071,56,11.38,Salaried,1,Graduate,Married,4,2000,10,Monthly,Equity,1,0,1,2,0.016,13.64,12.74,0.9,11.11,0,0,5,6,3,0.463,117,569,3,8.72,16.48,0
CUST00072,30,12.52,Business,3,Graduate,Married,4,3000,116,Monthly,Equity,4,2,1,1,0.105,5.17,11.21,-6.04,18.92,0,19,5,9,3,0.657,79,664,3,14.17,18.73,0
CUST00073,41,4.68,Self-Employed,3,Others,Married,0,2000,40,Monthly,Index,1,2,1,0,0.019,22.18,3.51,18.67,15.89,0,24,9,6,3,0.158,164,675,3,10.42,13.98,1
CUST00074,27,7.69,Salaried,2,Professional,Married,0,3000,116,Monthly,Debt,4,0,1,1,0.015,15.17,7.56,7.61,15.4,1,18,3,5,2,0.264,32,768,0,13.72,34.6,0
CUST00075,51,2.5,Salaried,1,Post-Graduate,Married,3,2000,114,Monthly,Equity,1,0,1,0,0.054,1.19,13.91,-12.72,16.2,0,15,5,10,0,0.17,81,663,3,3.49,11.08,1
CUST00076,42,12.49,Retired,3,Graduate,Single,2,1000,27,Quarterly,Debt,2,0,0,3,0.052,15.44,10.88,4.56,5.71,0,14,0,1,1,0.348,97,674,3,13.2,27.62,0
CUST00077,36,16.26,Salaried,2,Graduate,Single,3,1000,42,Monthly,Equity,4,2,1,1,0.019,-3.82,2.97,-6.79,6.82,0,10,4,3,2,0.577,6,636,2,7.73,13.11,0
CUST00078,31,8.32,Salaried,1,Post-Graduate,Married,1,2000,89,Monthly,Equity,2,0,0,0,0.044,-2.19,20.5,-22.69,15.53,1,18,1,11,1,0.327,41,743,2,18.18,16.11,0
CUST00079,46,2.5,Salaried,2,Graduate,Single,3,3000,62,Monthly,Hybrid,2,1,0,2,0.018,22.29,14.18,8.11,15.69,0,26,8,7,2,0.096,170,715,0,31.83,18.75,0
CUST00080,50,10.44,Self-Employed,1,Graduate,Single,0,2000,57,Monthly,Hybrid,5,2,2,3,0.04,21.79,2.76,19.03,11.03,1,1,4,12,0,0.632,173,603,2,16.02,16.8,0
CUST00081,62,4.38,Salaried,3,Post-Graduate,Single,4,5000,50,Annual,Hybrid,1,0,1,3,0.301,8.67,7.38,1.29,22.96,0,13,8,7,3,0.457,159,659,1,37.38,23.4,1
CUST00082,40,5.35,Business,3,Graduate,Married,3,7500,77,Monthly,Equity,1,0,0,1,0.04,14.13,16.13,-2.0,14.83,0,0,1,10,0,0.176,32,812,2,9.8,9.65,0
CUST00083,28,10.51,Self-Employed,2,Professional,Single,3,10000,81,Monthly,Debt,2,2,1,2,0.158,13.0,14.9,-1.9,15.69,0,13,5,2,2,0.51,176,621,2,25.17,12.35,0
CUST00084,57,9.02,Salaried,3,Graduate,Married,0,15000,57,Monthly,Debt,3,0,2,1,0.094,8.86,15.33,-6.47,9.27,0,14,5,12,3,0.433,170,803,1,4.49,12.2,0
CUST00085,49,6.05,Self-Employed,2,Others,Single,4,2000,70,Monthly,Hybrid,3,2,2,3,0.192,3.34,-2.18,5.52,15.43,0,4,5,4,2,0.3,98,647,1,23.76,19.53,0
CUST00086,52,5.4,Salaried,3,Post-Graduate,Single,1,15000,9,Monthly,Hybrid,1,1,2,3,0.072,-0.48,16.49,-16.97,8.55,0,4,2,10,3,0.056,32,631,1,34.34,31.4,0
CUST00087,26,8.5,Salaried,3,Others,Married,0,10000,47,Monthly,Equity,2,1,2,0,0.035,17.49,14.42,3.07,9.87,0,3,1,12,1,0.485,34,704,3,9.79,15.76,0
CUST00088,35,6.36,Self-Employed,1,Professional,Married,2,2000,83,Monthly,Hybrid,1,1,2,3,0.303,7.61,21.13,-13.52,18.84,1,17,2,7,3,0.409,28,670,1,11.21,26.31,0
CUST00089,55,3.56,Salaried,3,Graduate,Married,4,2000,92,Quarterly,Debt,4,0,0,0,0.085,-3.65,9.48,-13.13,13.83,0,10,2,7,0,0.385,163,849,0,8.29,30.06,0
CUST00090,57,6.67,Retired,3,Graduate,Married,2,1000,60,Monthly,Hybrid,1,0,0,3,0.096,7.94,11.46,-3.52,10.58,0,22,5,2,0,0.228,78,646,0,13.51,45.0,1
CUST00091,40,9.36,Self-Employed,2,Graduate,Married,0,10000,82,Monthly,Hybrid,5,1,1,1,0.119,7.93,19.64,-11.71,13.8,0,27,7,7,3,0.412,65,574,1,21.2,8.48,0
CUST00092,56,7.29,Salaried,3,Professional,Single,4,3000,18,Monthly,Hybrid,3,0,1,2,0.088,30.45,13.97,16.48,20.58,0,27,0,2,3,0.479,149,639,0,8.72,27.33,0
CUST00093,58,2.5,Student,1,Graduate,Married,3,2000,75,Monthly,Debt,3,0,2,1,0.02,6.11,2.02,4.09,26.34,0,2,9,4,1,0.49,9,592,3,26.7,28.41,0
CUST00094,38,11.96,Self-Employed,1,Professional,Married,3,7500,80,Monthly,Debt,4,0,0,0,0.097,12.03,14.67,-2.64,11.1,0,16,9,0,0,0.711,93,559,3,22.14,28.3,0
CUST00095,60,2.5,Salaried,1,Professional,Single,2,10000,68,Monthly,Equity,5,2,2,0,0.188,12.21,6.53,5.68,4.76,1,22,1,11,2,0.14,43,587,3,14.48,17.07,0
CUST00096,34,6.21,Self-Employed,2,Graduate,Single,0,5000,21,Quarterly,Debt,1,0,1,0,0.185,10.61,10.32,0.29,14.83,0,16,8,11,0,0.456,12,707,3,2.42,17.96,0
CUST00097,32,5.52,Retired,1,Post-Graduate,Married,3,2000,110,Monthly,ELSS,3,0,2,3,0.104,6.19,13.72,-7.53,10.94,0,12,5,5,0,0.455,75,801,0,16.85,27.13,0
CUST00098,51,8.59,Salaried,1,Professional,Single,0,2000,106,Monthly,Equity,3,1,0,3,0.306,11.5,9.93,1.57,23.13,1,16,7,1,1,0.454,63,602,1,26.01,32.97,0
CUST00099,49,10.25,Salaried,3,Professional,Single,1,7500,114,Annual,Equity,5,0,1,3,0.145,4.46,10.65,-6.19,12.35,0,3,3,1,1,0.369,132,769,3,7.89,26.96,0
CUST00100,28,12.51,Salaried,2,Graduate,Married,2,7500,5,Monthly,Debt,5,1,0,2,0.182,15.88,15.08,0.8,18.47,0,0,2,10,2,0.242,148,623,4,25.44,20.45,0
CUST00101,57,5.15,Salaried,3,Graduate,Married,2,3000,11,Monthly,Equity,2,2,2,2,0.012,10.15,8.74,1.41,16.54,0,6,1,0,0,0.6,169,718,0,2.94,23.73,1
CUST00102,30,10.35,Salaried,1,Post-Graduate,Single,1,7500,52,Annual,Equity,3,2,2,2,0.411,4.03,16.32,-12.29,17.33,1,22,9,4,3,0.326,49,603,3,22.23,10.65,0
CUST00103,56,8.78,Self-Employed,1,Graduate,Married,0,1000,116,Monthly,ELSS,1,2,0,1,0.061,17.31,16.2,1.11,14.12,0,10,9,12,1,0.07,177,848,0,18.13,17.44,0
CUST00104,22,2.5,Retired,3,Post-Graduate,Married,0,3000,43,Monthly,Equity,1,1,0,2,0.0,12.99,15.58,-2.59,23.44,0,15,8,11,2,0.476,162,599,4,15.33,30.82,0
CUST00105,56,15.6,Business,2,Others,Married,0,2000,40,Quarterly,Equity,5,0,0,1,0.058,7.09,15.06,-7.97,9.88,0,14,3,7,3,0.169,22,752,3,22.49,21.91,0
CUST00106,55,2.5,Salaried,2,Post-Graduate,Single,4,50000,107,Monthly,Debt,2,1,0,0,0.229,18.94,20.05,-1.11,13.51,0,2,8,2,3,0.309,92,836,3,20.98,23.94,0
CUST00107,55,9.68,Salaried,3,Graduate,Single,0,3000,7,Monthly,ELSS,2,0,1,2,0.017,11.48,20.22,-8.74,20.3,0,14,5,8,0,0.63,70,770,2,3.71,33.45,1
CUST00108,50,9.56,Salaried,2,Graduate,Single,3,2000,90,Annual,Equity,1,0,1,1,0.065,16.74,7.71,9.03,15.12,1,16,5,6,1,0.62,1,743,2,29.79,20.11,1
CUST00109,42,9.1,Salaried,2,Others,Married,1,1000,69,Monthly,Equity,3,2,0,0,0.134,4.4,-2.3,6.7,10.49,0,23,7,6,3,0.71,27,677,3,24.67,17.29,0
CUST00110,52,6.02,Self-Employed,2,Graduate,Single,1,50000,34,Annual,Hybrid,3,0,1,2,0.214,8.67,9.02,-0.35,11.0,0,20,3,0,3,0.165,70,589,4,18.17,21.17,0
CUST00111,33,11.31,Salaried,1,Graduate,Married,0,50000,81,Monthly,Equity,2,0,1,0,0.286,15.86,19.92,-4.06,12.39,0,14,2,7,0,0.101,66,600,0,36.4,15.27,0
CUST00112,55,2.5,Business,3,Post-Graduate,Divorced,0,7500,42,Monthly,Equity,5,0,1,3,0.009,8.52,10.6,-2.08,15.18,0,19,0,11,3,0.34,93,826,1,8.02,11.43,0
CUST00113,45,7.74,Salaried,2,Post-Graduate,Married,4,3000,101,Annual,Equity,2,1,1,0,0.137,6.74,14.93,-8.19,15.3,0,6,6,2,1,0.525,85,739,3,26.65,23.75,0
CUST00114,41,5.74,Self-Employed,1,Graduate,Single,3,5000,78,Quarterly,ELSS,4,2,2,3,0.173,18.82,12.25,6.57,15.74,1,11,5,1,0,0.097,18,779,3,15.39,28.28,0
CUST00115,43,5.29,Retired,2,Post-Graduate,Single,1,5000,4,Monthly,Hybrid,2,1,1,0,0.168,20.1,8.36,11.74,27.92,0,10,4,2,3,0.147,76,787,2,20.73,25.52,1
CUST00116,46,9.71,Self-Employed,2,Post-Graduate,Single,2,1000,117,Monthly,Debt,1,1,0,0,0.431,10.99,16.87,-5.88,18.64,0,26,1,10,1,0.803,54,629,1,8.56,40.41,0
CUST00117,23,12.31,Retired,2,Graduate,Married,4,1000,92,Quarterly,ELSS,5,0,2,0,0.297,-1.62,13.9,-15.52,22.39,0,15,5,4,0,0.076,118,669,3,6.47,23.64,0
CUST00118,28,6.63,Business,3,Graduate,Married,1,2000,50,Monthly,Equity,4,2,0,2,0.15,19.09,14.81,4.28,16.78,0,9,2,12,3,0.181,22,757,4,3.24,11.34,1
CUST00119,32,11.12,Self-Employed,3,Professional,Single,4,2000,76,Monthly,Equity,5,2,2,3,0.18,-6.23,21.93,-28.16,13.76,0,25,9,0,0,0.436,19,739,3,21.93,11.87,1
CUST00120,26,8.2,Salaried,2,Graduate,Married,2,3000,101,Monthly,Debt,3,1,1,0,0.214,11.46,7.57,3.89,14.92,0,5,0,0,2,0.492,125,771,4,18.45,7.79,0
CUST00121,40,4.43,Salaried,3,Others,Married,2,2000,60,Annual,Hybrid,2,0,1,0,0.412,21.9,12.1,9.8,21.67,0,1,7,12,2,0.54,152,552,0,9.31,27.66,0
CUST00122,50,6.97,Business,3,Graduate,Married,4,5000,87,Monthly,Equity,5,1,1,2,0.146,4.71,6.77,-2.06,20.62,0,17,9,4,3,0.32,167,819,3,25.86,33.46,0
CUST00123,50,6.8,Salaried,1,Post-Graduate,Married,2,7500,99,Monthly,Equity,4,1,0,2,0.162,15.53,11.9,3.63,17.38,0,16,1,2,3,0.158,29,573,4,18.2,17.53,0
CUST00124,42,5.21,Retired,1,Post-Graduate,Married,0,10000,86,Monthly,Equity,2,2,0,2,0.177,-0.38,6.5,-6.88,19.32,0,1,9,6,3,0.345,31,691,4,5.21,11.85,0
CUST00125,58,9.71,Salaried,1,Post-Graduate,Married,0,3000,60,Monthly,Hybrid,4,1,0,0,0.071,7.1,8.43,-1.33,17.36,0,15,8,10,3,0.525,81,808,3,24.08,23.5,0
CUST00126,46,8.94,Business,1,Graduate,Married,3,2000,31,Monthly,Equity,3,0,0,0,0.083,17.63,13.13,4.5,18.19,0,3,1,2,0,0.327,131,756,4,12.24,17.14,1
CUST00127,25,2.5,Salaried,2,Post-Graduate,Married,3,1000,29,Monthly,Debt,4,0,0,2,0.004,10.16,16.48,-6.32,14.02,0,12,2,12,0,0.456,179,658,1,24.99,8.78,0
CUST00128,54,2.5,Retired,2,Others,Divorced,4,5000,6,Monthly,Equity,5,2,2,3,0.008,-9.69,12.31,-22.0,7.71,0,11,8,7,2,0.26,169,823,1,21.99,18.52,0
CUST00129,46,9.7,Salaried,3,Graduate,Married,0,500,56,Quarterly,Equity,1,2,2,2,0.286,6.74,9.12,-2.38,12.8,0,27,9,11,2,0.194,20,810,4,10.54,27.96,0
CUST00130,49,4.74,Salaried,2,Graduate,Single,2,10000,58,Monthly,Equity,2,1,2,1,0.005,-3.52,12.46,-15.98,14.63,0,0,1,11,3,0.842,11,775,1,2.92,28.6,0
CUST00131,46,9.21,Business,1,Graduate,Divorced,1,3000,46,Monthly,ELSS,2,2,0,0,0.165,8.52,11.22,-2.7,7.52,0,6,5,7,3,0.62,25,828,3,11.99,8.92,1
CUST00132,45,11.12,Salaried,3,Graduate,Married,4,5000,74,Monthly,Debt,1,2,0,3,0.155,4.72,5.92,-1.2,20.19,0,4,9,4,1,0.101,88,583,4,2.42,35.75,1
